,ZCTA5,STATE,COUNTY,state_fips,state,county_fips,county,class_code
28965,62094,17,135,17,IL,135,Montgomery County,H1
28966,62095,17,119,17,IL,119,Madison County,H1
28967,62097,17,119,17,IL,119,Madison County,H1
28968,62098,17,061,17,IL,061,Greene County,H1
28969,62201,17,119,17,IL,119,Madison County,H1
28970,62201,17,163,17,IL,163,St. Clair County,H1
28971,62203,17,163,17,IL,163,St. Clair County,H1
28972,62204,17,163,17,IL,163,St. Clair County,H1
28973,62205,17,163,17,IL,163,St. Clair County,H1
28974,62206,17,163,17,IL,163,St. Clair County,H1
28975,62207,17,163,17,IL,163,St. Clair County,H1
28976,62208,17,163,17,IL,163,St. Clair County,H1
28977,62214,17,189,17,IL,189,Washington County,H1
28978,62215,17,027,17,IL,027,Clinton County,H1
28979,62216,17,027,17,IL,027,Clinton County,H1
28980,62217,17,157,17,IL,157,Randolph County,H1
28981,62218,17,027,17,IL,027,Clinton County,H1
28982,62219,17,027,17,IL,027,Clinton County,H1
28983,62220,17,163,17,IL,163,St. Clair County,H1
28984,62221,17,163,17,IL,163,St. Clair County,H1
28985,62223,17,163,17,IL,163,St. Clair County,H1
28986,62225,17,163,17,IL,163,St. Clair County,H1
28987,62226,17,163,17,IL,163,St. Clair County,H1
28988,62230,17,027,17,IL,027,Clinton County,H1
28989,62231,17,027,17,IL,027,Clinton County,H1
28990,62232,17,163,17,IL,163,St. Clair County,H1
28991,62233,17,157,17,IL,157,Randolph County,H1
28992,62234,17,119,17,IL,119,Madison County,H1
28993,62234,17,163,17,IL,163,St. Clair County,H1
28994,62236,17,133,17,IL,133,Monroe County,H1
28995,62236,17,163,17,IL,163,St. Clair County,H1
28996,62237,17,145,17,IL,145,Perry County,H1
28997,62237,17,157,17,IL,157,Randolph County,H1
28998,62237,17,189,17,IL,189,Washington County,H1
28999,62238,17,145,17,IL,145,Perry County,H1
29000,62239,17,163,17,IL,163,St. Clair County,H1
29001,62240,17,163,17,IL,163,St. Clair County,H1
29002,62241,17,157,17,IL,157,Randolph County,H1
29003,62242,17,157,17,IL,157,Randolph County,H1
29004,62243,17,163,17,IL,163,St. Clair County,H1
29005,62244,17,133,17,IL,133,Monroe County,H1
29006,62245,17,027,17,IL,027,Clinton County,H1
29007,62246,17,005,17,IL,005,Bond County,H1
29008,62248,17,133,17,IL,133,Monroe County,H1
29009,62249,17,027,17,IL,027,Clinton County,H1
29010,62249,17,119,17,IL,119,Madison County,H1
29011,62250,17,027,17,IL,027,Clinton County,H1
29012,62253,17,005,17,IL,005,Bond County,H1
29013,62253,17,027,17,IL,027,Clinton County,H1
29014,62253,17,051,17,IL,051,Fayette County,H1
29015,62254,17,163,17,IL,163,St. Clair County,H1
29016,62255,17,163,17,IL,163,St. Clair County,H1
29017,62257,17,157,17,IL,157,Randolph County,H1
29018,62257,17,163,17,IL,163,St. Clair County,H1
29019,62257,17,189,17,IL,189,Washington County,H1
29020,62258,17,163,17,IL,163,St. Clair County,H1
29021,62260,17,163,17,IL,163,St. Clair County,H1
29022,62261,17,157,17,IL,157,Randolph County,H1
29023,62262,17,005,17,IL,005,Bond County,H1
29024,62262,17,051,17,IL,051,Fayette County,H1
29025,62263,17,145,17,IL,145,Perry County,H1
29026,62263,17,189,17,IL,189,Washington County,H1
29027,62264,17,133,17,IL,133,Monroe County,H1
29028,62264,17,163,17,IL,163,St. Clair County,H1
29029,62265,17,027,17,IL,027,Clinton County,H1
29030,62265,17,163,17,IL,163,St. Clair County,H1
29031,62266,17,027,17,IL,027,Clinton County,H1
29032,62268,17,145,17,IL,145,Perry County,H1
29033,62268,17,189,17,IL,189,Washington County,H1
29034,62269,17,163,17,IL,163,St. Clair County,H1
29035,62271,17,189,17,IL,189,Washington County,H1
29036,62272,17,145,17,IL,145,Perry County,H1
29037,62272,17,157,17,IL,157,Randolph County,H1
29038,62273,17,005,17,IL,005,Bond County,H1
29039,62274,17,145,17,IL,145,Perry County,H1
29040,62275,17,005,17,IL,005,Bond County,H1
29041,62275,17,027,17,IL,027,Clinton County,H1
29042,62275,17,119,17,IL,119,Madison County,H1
29043,62277,17,133,17,IL,133,Monroe County,H1
29044,62277,17,157,17,IL,157,Randolph County,H1
29045,62278,17,133,17,IL,133,Monroe County,H1
29046,62278,17,157,17,IL,157,Randolph County,H1
29047,62279,17,133,17,IL,133,Monroe County,H1
29048,62280,17,077,17,IL,077,Jackson County,H1
29049,62280,17,157,17,IL,157,Randolph County,H1
29050,62281,17,119,17,IL,119,Madison County,H1
29051,62282,17,163,17,IL,163,St. Clair County,H1
29052,62284,17,005,17,IL,005,Bond County,H1
29053,62285,17,163,17,IL,163,St. Clair County,H1
29054,62286,17,157,17,IL,157,Randolph County,H1
29055,62288,17,157,17,IL,157,Randolph County,H1
29056,62289,17,163,17,IL,163,St. Clair County,H1
29057,62292,17,157,17,IL,157,Randolph County,H1
29058,62293,17,027,17,IL,027,Clinton County,H1
29059,62293,17,119,17,IL,119,Madison County,H1
29060,62293,17,163,17,IL,163,St. Clair County,H1
29061,62294,17,119,17,IL,119,Madison County,H1
29062,62294,17,163,17,IL,163,St. Clair County,H1
29063,62295,17,133,17,IL,133,Monroe County,H1
29064,62297,17,157,17,IL,157,Randolph County,H1
29065,62298,17,133,17,IL,133,Monroe County,H1
29066,62298,17,163,17,IL,163,St. Clair County,H1
29067,62301,17,001,17,IL,001,Adams County,H1
29068,62305,17,001,17,IL,001,Adams County,H1
29069,62311,17,001,17,IL,001,Adams County,H1
29070,62311,17,067,17,IL,067,Hancock County,H1
29071,62311,17,169,17,IL,169,Schuyler County,H1
29072,62312,17,001,17,IL,001,Adams County,H1
29073,62312,17,149,17,IL,149,Pike County,H1
29074,62313,17,067,17,IL,067,Hancock County,H1
29075,62314,17,001,17,IL,001,Adams County,H1
29076,62314,17,149,17,IL,149,Pike County,H1
29077,62316,17,001,17,IL,001,Adams County,H1
29078,62316,17,067,17,IL,067,Hancock County,H1
29079,62319,17,169,17,IL,169,Schuyler County,H1
29080,62320,17,001,17,IL,001,Adams County,H1
29081,62321,17,067,17,IL,067,Hancock County,H1
29082,62323,17,009,17,IL,009,Brown County,H1
29083,62323,17,149,17,IL,149,Pike County,H1
29084,62324,17,001,17,IL,001,Adams County,H1
29085,62324,17,009,17,IL,009,Brown County,H1
29086,62325,17,001,17,IL,001,Adams County,H1
29087,62326,17,067,17,IL,067,Hancock County,H1
29088,62326,17,109,17,IL,109,McDonough County,H1
29089,62330,17,067,17,IL,067,Hancock County,H1
29090,62330,17,071,17,IL,071,Henderson County,H1
29091,62334,17,067,17,IL,067,Hancock County,H1
29092,62336,17,067,17,IL,067,Hancock County,H1
29093,62338,17,001,17,IL,001,Adams County,H1
29094,62339,17,001,17,IL,001,Adams County,H1
29095,62340,17,149,17,IL,149,Pike County,H1
29096,62341,17,067,17,IL,067,Hancock County,H1
29097,62343,17,001,17,IL,001,Adams County,H1
29098,62343,17,149,17,IL,149,Pike County,H1
29099,62344,17,169,17,IL,169,Schuyler County,H1
29100,62345,17,149,17,IL,149,Pike County,H1
29101,62346,17,001,17,IL,001,Adams County,H1
29102,62346,17,169,17,IL,169,Schuyler County,H1
29103,62347,17,001,17,IL,001,Adams County,H1
29104,62348,17,001,17,IL,001,Adams County,H1
29105,62349,17,001,17,IL,001,Adams County,H1
29106,62349,17,067,17,IL,067,Hancock County,H1
29107,62351,17,001,17,IL,001,Adams County,H1
29108,62351,17,067,17,IL,067,Hancock County,H1
29109,62352,17,149,17,IL,149,Pike County,H1
29110,62353,17,009,17,IL,009,Brown County,H1
29111,62353,17,169,17,IL,169,Schuyler County,H1
29112,62354,17,067,17,IL,067,Hancock County,H1
29113,62355,17,013,17,IL,013,Calhoun County,H1
29114,62355,17,149,17,IL,149,Pike County,H1
29115,62356,17,149,17,IL,149,Pike County,H1
29116,62357,17,149,17,IL,149,Pike County,H1
29117,62358,17,067,17,IL,067,Hancock County,H1
29118,62359,17,001,17,IL,001,Adams County,H1
29119,62360,17,001,17,IL,001,Adams County,H1
29120,62361,17,149,17,IL,149,Pike County,H1
29121,62362,17,149,17,IL,149,Pike County,H1
29122,62363,17,149,17,IL,149,Pike County,H1
29123,62365,17,001,17,IL,001,Adams County,H1
29124,62366,17,013,17,IL,013,Calhoun County,H1
29125,62366,17,149,17,IL,149,Pike County,H1
29126,62367,17,067,17,IL,067,Hancock County,H1
29127,62367,17,109,17,IL,109,McDonough County,H1
29128,62367,17,169,17,IL,169,Schuyler County,H1
29129,62370,17,149,17,IL,149,Pike County,H1
29130,62373,17,067,17,IL,067,Hancock County,H1
29131,62374,17,067,17,IL,067,Hancock County,H1
29132,62374,17,109,17,IL,109,McDonough County,H1
29133,62375,17,009,17,IL,009,Brown County,H1
29134,62376,17,001,17,IL,001,Adams County,H1
29135,62378,17,009,17,IL,009,Brown County,H1
29136,62379,17,001,17,IL,001,Adams County,H1
29137,62379,17,067,17,IL,067,Hancock County,H1
29138,62380,17,067,17,IL,067,Hancock County,H1
29139,62401,17,049,17,IL,049,Effingham County,H1
29140,62401,17,173,17,IL,173,Shelby County,H1
29141,62410,17,185,17,IL,185,Wabash County,H1
29142,62411,17,049,17,IL,049,Effingham County,H1
29143,62411,17,051,17,IL,051,Fayette County,H1
29144,62413,17,023,17,IL,023,Clark County,H1
29145,62413,17,033,17,IL,033,Crawford County,H1
29146,62414,17,049,17,IL,049,Effingham County,H1
29147,62414,17,051,17,IL,051,Fayette County,H1
29148,62414,17,173,17,IL,173,Shelby County,H1
29149,62417,17,101,17,IL,101,Lawrence County,H1
29150,62418,17,051,17,IL,051,Fayette County,H1
29151,62419,17,159,17,IL,159,Richland County,H1
29152,62420,17,023,17,IL,023,Clark County,H1
29153,62420,17,029,17,IL,029,Coles County,H1
29154,62420,17,035,17,IL,035,Cumberland County,H1
29155,62420,17,079,17,IL,079,Jasper County,H1
29156,62421,17,033,17,IL,033,Crawford County,H1
29157,62421,17,159,17,IL,159,Richland County,H1
29158,62422,17,051,17,IL,051,Fayette County,H1
29159,62422,17,173,17,IL,173,Shelby County,H1
29160,62423,17,023,17,IL,023,Clark County,H1
29161,62423,17,045,17,IL,045,Edgar County,H1
29162,62424,17,049,17,IL,049,Effingham County,H1
29163,62424,17,079,17,IL,079,Jasper County,H1
29164,62425,17,079,17,IL,079,Jasper County,H1
29165,62425,17,159,17,IL,159,Richland County,H1
29166,62426,17,025,17,IL,025,Clay County,H1
29167,62426,17,049,17,IL,049,Effingham County,H1
29168,62426,17,051,17,IL,051,Fayette County,H1
29169,62427,17,033,17,IL,033,Crawford County,H1
29170,62427,17,101,17,IL,101,Lawrence County,H1
29171,62428,17,035,17,IL,035,Cumberland County,H1
29172,62431,17,051,17,IL,051,Fayette County,H1
29173,62431,17,173,17,IL,173,Shelby County,H1
29174,62432,17,079,17,IL,079,Jasper County,H1
29175,62433,17,033,17,IL,033,Crawford County,H1
29176,62434,17,025,17,IL,025,Clay County,H1
29177,62434,17,079,17,IL,079,Jasper County,H1
29178,62436,17,035,17,IL,035,Cumberland County,H1
29179,62436,17,079,17,IL,079,Jasper County,H1
29180,62438,17,173,17,IL,173,Shelby County,H1
29181,62439,17,101,17,IL,101,Lawrence County,H1
29182,62440,17,029,17,IL,029,Coles County,H1
29183,62440,17,035,17,IL,035,Cumberland County,H1
29184,62441,17,023,17,IL,023,Clark County,H1
29185,62441,17,045,17,IL,045,Edgar County,H1
29186,62442,17,023,17,IL,023,Clark County,H1
29187,62442,17,033,17,IL,033,Crawford County,H1
29188,62443,17,025,17,IL,025,Clay County,H1
29189,62443,17,049,17,IL,049,Effingham County,H1
29190,62444,17,173,17,IL,173,Shelby County,H1
29191,62445,17,035,17,IL,035,Cumberland County,H1
29192,62445,17,049,17,IL,049,Effingham County,H1
29193,62445,17,079,17,IL,079,Jasper County,H1
29194,62446,17,191,17,IL,191,Wayne County,H1
29195,62447,17,029,17,IL,029,Coles County,H1
29196,62447,17,035,17,IL,035,Cumberland County,H1
29197,62447,17,173,17,IL,173,Shelby County,H1
29198,62448,17,025,17,IL,025,Clay County,H1
29199,62448,17,079,17,IL,079,Jasper County,H1
29200,62448,17,159,17,IL,159,Richland County,H1
29201,62449,17,023,17,IL,023,Clark County,H1
29202,62449,17,033,17,IL,033,Crawford County,H1
29203,62449,17,079,17,IL,079,Jasper County,H1
29204,62450,17,159,17,IL,159,Richland County,H1
29205,62450,17,191,17,IL,191,Wayne County,H1
29206,62451,17,033,17,IL,033,Crawford County,H1
29207,62452,17,159,17,IL,159,Richland County,H1
29208,62454,17,033,17,IL,033,Crawford County,H1
29209,62458,17,049,17,IL,049,Effingham County,H1
29210,62458,17,051,17,IL,051,Fayette County,H1
29211,62459,17,079,17,IL,079,Jasper County,H1
29212,62460,17,101,17,IL,101,Lawrence County,H1
29213,62460,17,185,17,IL,185,Wabash County,H1
29214,62461,17,049,17,IL,049,Effingham County,H1
29215,62461,17,173,17,IL,173,Shelby County,H1
29216,62462,17,035,17,IL,035,Cumberland County,H1
29217,62462,17,173,17,IL,173,Shelby County,H1
29218,62463,17,173,17,IL,173,Shelby County,H1
29219,62465,17,173,17,IL,173,Shelby County,H1
29220,62466,17,033,17,IL,033,Crawford County,H1
29221,62466,17,101,17,IL,101,Lawrence County,H1
29222,62466,17,159,17,IL,159,Richland County,H1
29223,62467,17,035,17,IL,035,Cumberland County,H1
29224,62467,17,049,17,IL,049,Effingham County,H1
29225,62467,17,079,17,IL,079,Jasper County,H1
29226,62468,17,035,17,IL,035,Cumberland County,H1
29227,62469,17,029,17,IL,029,Coles County,H1
29228,62469,17,035,17,IL,035,Cumberland County,H1
29229,62471,17,051,17,IL,051,Fayette County,H1
29230,62473,17,049,17,IL,049,Effingham County,H1
29231,62474,17,023,17,IL,023,Clark County,H1
29232,62474,17,029,17,IL,029,Coles County,H1
29233,62475,17,079,17,IL,079,Jasper County,H1
29234,62476,17,047,17,IL,047,Edwards County,H1
29235,62476,17,185,17,IL,185,Wabash County,H1
29236,62477,17,023,17,IL,023,Clark County,H1
29237,62478,17,023,17,IL,023,Clark County,H1
29238,62478,17,033,17,IL,033,Crawford County,H1
29239,62479,17,079,17,IL,079,Jasper County,H1
29240,62480,17,079,17,IL,079,Jasper County,H1
29241,62481,17,035,17,IL,035,Cumberland County,H1
29242,62481,17,079,17,IL,079,Jasper County,H1
29243,62501,17,115,17,IL,115,Macon County,H1
29244,62510,17,021,17,IL,021,Christian County,H1
29245,62510,17,173,17,IL,173,Shelby County,H1
29246,62512,17,039,17,IL,039,De Witt County,H1
29247,62512,17,107,17,IL,107,Logan County,H1
29248,62513,17,021,17,IL,021,Christian County,H1
29249,62513,17,115,17,IL,115,Macon County,H1
29250,62514,17,115,17,IL,115,Macon County,H1
29251,62515,17,167,17,IL,167,Sangamon County,H1
29252,62517,17,021,17,IL,021,Christian County,H1
29253,62518,17,107,17,IL,107,Logan County,H1
29254,62519,17,107,17,IL,107,Logan County,H1
29255,62520,17,167,17,IL,167,Sangamon County,H1
29256,62521,17,115,17,IL,115,Macon County,H1
29257,62522,17,115,17,IL,115,Macon County,H1
29258,62523,17,115,17,IL,115,Macon County,H1
29259,62526,17,115,17,IL,115,Macon County,H1
29260,62530,17,167,17,IL,167,Sangamon County,H1
29261,62531,17,021,17,IL,021,Christian County,H1
29262,62532,17,115,17,IL,115,Macon County,H1
29263,62533,17,135,17,IL,135,Montgomery County,H1
29264,62534,17,139,17,IL,139,Moultrie County,H1
29265,62534,17,173,17,IL,173,Shelby County,H1
29266,62535,17,115,17,IL,115,Macon County,H1
29267,62536,17,167,17,IL,167,Sangamon County,H1
29268,62537,17,115,17,IL,115,Macon County,H1
29269,62538,17,021,17,IL,021,Christian County,H1
29270,62538,17,135,17,IL,135,Montgomery County,H1
29271,62539,17,115,17,IL,115,Macon County,H1
29272,62539,17,167,17,IL,167,Sangamon County,H1
29273,62540,17,021,17,IL,021,Christian County,H1
29274,62541,17,107,17,IL,107,Logan County,H1
29275,62543,17,107,17,IL,107,Logan County,H1
29276,62543,17,115,17,IL,115,Macon County,H1
29277,62544,17,115,17,IL,115,Macon County,H1
29278,62545,17,021,17,IL,021,Christian County,H1
29279,62545,17,167,17,IL,167,Sangamon County,H1
29280,62546,17,021,17,IL,021,Christian County,H1
29281,62546,17,135,17,IL,135,Montgomery County,H1
29282,62547,17,021,17,IL,021,Christian County,H1
29283,62547,17,115,17,IL,115,Macon County,H1
29284,62548,17,107,17,IL,107,Logan County,H1
29285,62548,17,167,17,IL,167,Sangamon County,H1
29286,62549,17,115,17,IL,115,Macon County,H1
29287,62550,17,021,17,IL,021,Christian County,H1
29288,62550,17,115,17,IL,115,Macon County,H1
29289,62550,17,173,17,IL,173,Shelby County,H1
29290,62551,17,115,17,IL,115,Macon County,H1
29291,62553,17,135,17,IL,135,Montgomery County,H1
29292,62553,17,173,17,IL,173,Shelby County,H1
29293,62554,17,115,17,IL,115,Macon County,H1
29294,62555,17,021,17,IL,021,Christian County,H1
29295,62556,17,021,17,IL,021,Christian County,H1
29296,62557,17,021,17,IL,021,Christian County,H1
29297,62557,17,135,17,IL,135,Montgomery County,H1
29298,62557,17,173,17,IL,173,Shelby County,H1
29299,62558,17,021,17,IL,021,Christian County,H1
29300,62558,17,135,17,IL,135,Montgomery County,H1
29301,62558,17,167,17,IL,167,Sangamon County,H1
29302,62560,17,117,17,IL,117,Macoupin County,H1
29303,62560,17,135,17,IL,135,Montgomery County,H1
29304,62561,17,167,17,IL,167,Sangamon County,H1
29305,62563,17,021,17,IL,021,Christian County,H1
29306,62563,17,167,17,IL,167,Sangamon County,H1
29307,62565,17,173,17,IL,173,Shelby County,H1
29308,62567,17,021,17,IL,021,Christian County,H1
29309,62568,17,021,17,IL,021,Christian County,H1
29310,62570,17,021,17,IL,021,Christian County,H1
29311,62571,17,173,17,IL,173,Shelby County,H1
29312,62572,17,117,17,IL,117,Macoupin County,H1
29313,62572,17,135,17,IL,135,Montgomery County,H1
29314,62573,17,115,17,IL,115,Macon County,H1
29315,62601,17,137,17,IL,137,Morgan County,H1
29316,62610,17,171,17,IL,171,Scott County,H1
29317,62611,17,017,17,IL,017,Cass County,H1
29318,62611,17,137,17,IL,137,Morgan County,H1
29319,62612,17,017,17,IL,017,Cass County,H1
29320,62612,17,137,17,IL,137,Morgan County,H1
29321,62613,17,107,17,IL,107,Logan County,H1
29322,62613,17,129,17,IL,129,Menard County,H1
29323,62613,17,167,17,IL,167,Sangamon County,H1
29324,62615,17,167,17,IL,167,Sangamon County,H1
29325,62617,17,125,17,IL,125,Mason County,H1
29326,62618,17,017,17,IL,017,Cass County,H1
29327,62621,17,137,17,IL,137,Morgan County,H1
29328,62621,17,171,17,IL,171,Scott County,H1
29329,62622,17,017,17,IL,017,Cass County,H1
29330,62624,17,169,17,IL,169,Schuyler County,H1
29331,62625,17,167,17,IL,167,Sangamon County,H1
29332,62626,17,117,17,IL,117,Macoupin County,H1
29333,62627,17,017,17,IL,017,Cass County,H1
29334,62627,17,125,17,IL,125,Mason County,H1
29335,62628,17,137,17,IL,137,Morgan County,H1
29336,62628,17,171,17,IL,171,Scott County,H1
29337,62629,17,167,17,IL,167,Sangamon County,H1
29338,62630,17,061,17,IL,061,Greene County,H1
29339,62630,17,117,17,IL,117,Macoupin County,H1
29340,62631,17,137,17,IL,137,Morgan County,H1
29341,62633,17,125,17,IL,125,Mason County,H1
29342,62634,17,107,17,IL,107,Logan County,H1
29343,62635,17,107,17,IL,107,Logan County,H1
29344,62635,17,179,17,IL,179,Tazewell County,H1
29345,62638,17,117,17,IL,117,Macoupin County,H1
29346,62638,17,137,17,IL,137,Morgan County,H1
29347,62639,17,169,17,IL,169,Schuyler County,H1
29348,62640,17,117,17,IL,117,Macoupin County,H1
29349,62640,17,135,17,IL,135,Montgomery County,H1
29350,62642,17,129,17,IL,129,Menard County,H1
29351,62643,17,107,17,IL,107,Logan County,H1
29352,62644,17,057,17,IL,057,Fulton County,H1
29353,62644,17,125,17,IL,125,Mason County,H1
29354,62649,17,117,17,IL,117,Macoupin County,H1
29355,62650,17,137,17,IL,137,Morgan County,H1
29356,62650,17,171,17,IL,171,Scott County,H1
29357,62655,17,125,17,IL,125,Mason County,H1
29358,62656,17,107,17,IL,107,Logan County,H1
29359,62661,17,167,17,IL,167,Sangamon County,H1
29360,62663,17,171,17,IL,171,Scott County,H1
29361,62664,17,125,17,IL,125,Mason County,H1
29362,62665,17,137,17,IL,137,Morgan County,H1
29363,62665,17,171,17,IL,171,Scott County,H1
29364,62666,17,107,17,IL,107,Logan County,H1
29365,62666,17,129,17,IL,129,Menard County,H1
29366,62667,17,117,17,IL,117,Macoupin County,H1
29367,62667,17,137,17,IL,137,Morgan County,H1
29368,62668,17,137,17,IL,137,Morgan County,H1
29369,62668,17,171,17,IL,171,Scott County,H1
29370,62670,17,137,17,IL,137,Morgan County,H1
29371,62670,17,167,17,IL,167,Sangamon County,H1
29372,62671,17,107,17,IL,107,Logan County,H1
29373,62671,17,125,17,IL,125,Mason County,H1
29374,62672,17,117,17,IL,117,Macoupin County,H1
29375,62673,17,017,17,IL,017,Cass County,H1
29376,62673,17,129,17,IL,129,Menard County,H1
29377,62674,17,117,17,IL,117,Macoupin County,H1
29378,62675,17,129,17,IL,129,Menard County,H1
29379,62677,17,129,17,IL,129,Menard County,H1
29380,62677,17,167,17,IL,167,Sangamon County,H1
29381,62681,17,169,17,IL,169,Schuyler County,H1
29382,62682,17,107,17,IL,107,Logan County,H1
29383,62682,17,125,17,IL,125,Mason County,H1
29384,62682,17,179,17,IL,179,Tazewell County,H1
29385,62684,17,167,17,IL,167,Sangamon County,H1
29386,62685,17,117,17,IL,117,Macoupin County,H1
29387,62688,17,129,17,IL,129,Menard County,H1
29388,62689,17,167,17,IL,167,Sangamon County,H1
29389,62690,17,117,17,IL,117,Macoupin County,H1
29390,62690,17,135,17,IL,135,Montgomery County,H1
29391,62690,17,167,17,IL,167,Sangamon County,H1
29392,62691,17,017,17,IL,017,Cass County,H1
29393,62692,17,137,17,IL,137,Morgan County,H1
29394,62692,17,167,17,IL,167,Sangamon County,H1
29395,62693,17,107,17,IL,107,Logan County,H1
29396,62693,17,167,17,IL,167,Sangamon County,H1
29397,62694,17,137,17,IL,137,Morgan County,H1
29398,62694,17,171,17,IL,171,Scott County,H1
29399,62695,17,137,17,IL,137,Morgan County,H1
29400,62701,17,167,17,IL,167,Sangamon County,H1
29401,62702,17,167,17,IL,167,Sangamon County,H1
29402,62703,17,167,17,IL,167,Sangamon County,H1
29403,62704,17,167,17,IL,167,Sangamon County,H1
29404,62707,17,167,17,IL,167,Sangamon County,H1
29405,62711,17,167,17,IL,167,Sangamon County,H1
29406,62712,17,167,17,IL,167,Sangamon County,H1
29407,62801,17,027,17,IL,027,Clinton County,H1
29408,62801,17,081,17,IL,081,Jefferson County,H1
29409,62801,17,121,17,IL,121,Marion County,H1
29410,62801,17,189,17,IL,189,Washington County,H1
29411,62803,17,189,17,IL,189,Washington County,H1
29412,62806,17,047,17,IL,047,Edwards County,H1
29413,62807,17,121,17,IL,121,Marion County,H1
29414,62808,17,081,17,IL,081,Jefferson County,H1
29415,62808,17,189,17,IL,189,Washington County,H1
29416,62809,17,191,17,IL,191,Wayne County,H1
29417,62810,17,065,17,IL,065,Hamilton County,H1
29418,62810,17,081,17,IL,081,Jefferson County,H1
29419,62810,17,191,17,IL,191,Wayne County,H1
29420,62811,17,185,17,IL,185,Wabash County,H1
29421,62812,17,055,17,IL,055,Franklin County,H1
29422,62814,17,081,17,IL,081,Jefferson County,H1
29423,62814,17,191,17,IL,191,Wayne County,H1
29424,62815,17,047,17,IL,047,Edwards County,H1
29425,62816,17,081,17,IL,081,Jefferson County,H1
29426,62817,17,065,17,IL,065,Hamilton County,H1
29427,62818,17,047,17,IL,047,Edwards County,H1
29428,62818,17,185,17,IL,185,Wabash County,H1
29429,62819,17,055,17,IL,055,Franklin County,H1
29430,62820,17,191,17,IL,191,Wayne County,H1
29431,62820,17,193,17,IL,193,White County,H1
29432,62821,17,193,17,IL,193,White County,H1
29433,62822,17,055,17,IL,055,Franklin County,H1
29434,62823,17,191,17,IL,191,Wayne County,H1
29435,62824,17,025,17,IL,025,Clay County,H1
29436,62824,17,191,17,IL,191,Wayne County,H1
29437,62825,17,055,17,IL,055,Franklin County,H1
29438,62827,17,193,17,IL,193,White County,H1
29439,62828,17,065,17,IL,065,Hamilton County,H1
29440,62829,17,065,17,IL,065,Hamilton County,H1
29441,62830,17,081,17,IL,081,Jefferson County,H1
29442,62830,17,121,17,IL,121,Marion County,H1
29443,62831,17,145,17,IL,145,Perry County,H1
29444,62831,17,189,17,IL,189,Washington County,H1
29445,62832,17,077,17,IL,077,Jackson County,H1
29446,62832,17,145,17,IL,145,Perry County,H1
29447,62833,17,047,17,IL,047,Edwards County,H1
29448,62833,17,191,17,IL,191,Wayne County,H1
29449,62835,17,065,17,IL,065,Hamilton County,H1
29450,62835,17,193,17,IL,193,White County,H1
29451,62836,17,055,17,IL,055,Franklin County,H1
29452,62837,17,191,17,IL,191,Wayne County,H1
29453,62838,17,025,17,IL,025,Clay County,H1
29454,62838,17,049,17,IL,049,Effingham County,H1
29455,62838,17,051,17,IL,051,Fayette County,H1
29456,62838,17,121,17,IL,121,Marion County,H1
29457,62839,17,025,17,IL,025,Clay County,H1
29458,62841,17,199,17,IL,199,Williamson County,H1
29459,62842,17,191,17,IL,191,Wayne County,H1
29460,62843,17,191,17,IL,191,Wayne County,H1
29461,62844,17,047,17,IL,047,Edwards County,H1
29462,62844,17,193,17,IL,193,White County,H1
29463,62846,17,081,17,IL,081,Jefferson County,H1
29464,62848,17,189,17,IL,189,Washington County,H1
29465,62849,17,121,17,IL,121,Marion County,H1
29466,62850,17,191,17,IL,191,Wayne County,H1
29467,62851,17,081,17,IL,081,Jefferson County,H1
29468,62851,17,121,17,IL,121,Marion County,H1
29469,62851,17,191,17,IL,191,Wayne County,H1
29470,62852,17,185,17,IL,185,Wabash County,H1
29471,62853,17,121,17,IL,121,Marion County,H1
29472,62854,17,025,17,IL,025,Clay County,H1
29473,62854,17,121,17,IL,121,Marion County,H1
29474,62856,17,055,17,IL,055,Franklin County,H1
29475,62858,17,025,17,IL,025,Clay County,H1
29476,62858,17,049,17,IL,049,Effingham County,H1
29477,62859,17,065,17,IL,065,Hamilton County,H1
29478,62860,17,055,17,IL,055,Franklin County,H1
29479,62860,17,065,17,IL,065,Hamilton County,H1
29480,62861,17,193,17,IL,193,White County,H1
29481,62862,17,193,17,IL,193,White County,H1
29482,62863,17,185,17,IL,185,Wabash County,H1
29483,62864,17,081,17,IL,081,Jefferson County,H1
29484,62865,17,055,17,IL,055,Franklin County,H1
29485,62867,17,059,17,IL,059,Gallatin County,H1
29486,62867,17,193,17,IL,193,White County,H1
29487,62868,17,025,17,IL,025,Clay County,H1
29488,62868,17,159,17,IL,159,Richland County,H1
29489,62868,17,191,17,IL,191,Wayne County,H1
29490,62869,17,059,17,IL,059,Gallatin County,H1
29491,62869,17,065,17,IL,065,Hamilton County,H1
29492,62869,17,165,17,IL,165,Saline County,H1
29493,62869,17,193,17,IL,193,White County,H1
29494,62870,17,121,17,IL,121,Marion County,H1
29495,62871,17,059,17,IL,059,Gallatin County,H1
29496,62872,17,081,17,IL,081,Jefferson County,H1
29497,62874,17,055,17,IL,055,Franklin County,H1
29498,62875,17,027,17,IL,027,Clinton County,H1
29499,62875,17,051,17,IL,051,Fayette County,H1
29500,62875,17,121,17,IL,121,Marion County,H1
29501,62876,17,189,17,IL,189,Washington County,H1
29502,62877,17,081,17,IL,081,Jefferson County,H1
29503,62877,17,189,17,IL,189,Washington County,H1
29504,62878,17,191,17,IL,191,Wayne County,H1
